canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,score
Claude Debussy,"Preludes, Book II, III - La puerta del vino",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.wav,179.321401875,0
Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.wav,634.483874063,0
Franz Schubert,"Impromptu Op. 142 No. 3 in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.wav,638.698613438,0
Frédéric Chopin,"Andante Spianato et Grande Polonaise Brillante, Op. 22",train,2011,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_17_Track17_wav.midi,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_17_Track17_wav.wav,761.1397303130001,0
Johann Sebastian Bach,"English Suite No. 2  in A Minor, BWV 807, I. Prelude",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.wav,285.801041667,100
Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.wav,497.066909717,0
Johann Sebastian Bach / Egon Petri,"""Sheep May Safely Graze""",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--4.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--4.wav,262.753476562,0
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.midi,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.wav,599.888086175,0
Frédéric Chopin,"Ballade No. 4 in F Minor, Op. 52",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--4.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--4.wav,657.425891719,0
Wolfgang Amadeus Mozart,"Sonata in D Major, K.311",train,2009,2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_01_WAV.wav,792.420414844,0
Frédéric Chopin,"Andante spianato et grande polonaise brillante, Op. 22",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--4.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--4.wav,769.0176604689999,0
Franz Schubert,"Sonata in A Minor, D845",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.wav,1846.46449969,0
Claude Debussy,Images Book II,train,2006,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.wav,679.697504063,0
Frédéric Chopin,"Preludes, Op.28",train,2009,2009/MIDI-Unprocessed_17_R1_2009_04_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_17_R1_2009_04_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_04_WAV.wav,2622.72440719,0
Johann Sebastian Bach,"Prelude and Fugue in G Minor, WTC II, BWV 885",train,2011,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_12_Track12_wav.midi,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_12_Track12_wav.wav,45.1695595313,100
Franz Liszt,"Grandes ètudes de Paganini No. 3 ""La Campanella"", S. 141",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.wav,276.421875,0
Johann Sebastian Bach,"Prelude & Fugue in B flat minor, Book I, BWV 867",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.wav,323.019174844,100
Claude Debussy,"Prelude No. 7, Book II, La terrasse des audiences du clair de lune",train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.wav,297.192544688,0
Franz Schubert,"Sonata in C Minor, D. 959",train,2009,2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_02_WAV.wav,573.772129219,0
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor WTC I, BWV 853",train,2017,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.midi,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.wav,511.42377606199994,100
Franz Schubert,"Sonata in B-flat Major, D960",train,2004,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.wav,240.996083931,0
Joseph Haydn,"Sonata in C major, Hob. XVI: 50",train,2018,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--1.wav,809.5945429689999,0
Franz Schubert,Impromptu Op. 90 No. 2,train,2008,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.wav,223.212917812,0
Franz Schubert,"Sonata in B-flat Major, D. 960 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.wav,2213.10943219,0
Franz Liszt,"Paraphrase de concert sur Rigoletto, S.434",train,2017,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.midi,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.wav,421.584472688,0
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576, I - Allegro",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.wav,214.958385469,0
Robert Schumann,"Kreisleriana, Op. 16 (Complete)",train,2014,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--3.wav,2014.85909625,0
Wolfgang Amadeus Mozart,"Sonata in C Minor, K. 457",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.wav,1070.4476475,0
Johann Sebastian Bach,"Chromatic Fantasy and Fugue in D Minor, BWV 903",train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--1.wav,711.303125,100
Franz Schubert,"Sonata in C Minor, D958",train,2018,2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_08_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_08_R2_2018_wav.wav,1749.02602875,0
Robert Schumann,"Fantasy in C Major, Op. 17",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.wav,2028.95630437,0
Sergei Rachmaninoff,Sonata Op. 36,train,2006,2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_05_Track05_wav.midi,2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_05_Track05_wav.wav,1040.69473922,0
Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.wav,872.6405880960001,0
Franz Schubert,Sonata in B-flat Major D. 963,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.wav,434.902075781,0
Johann Sebastian Bach,"Prelude and Fugue in F Minor, WTC I, BWV 857",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.wav,312.713541667,100
Johannes Brahms,"Variations and Fugue on the theme of Handel, Op. 24",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--2.wav,1556.83337906,0
Johann Sebastian Bach / Ferruccio Busoni,Toccata in DMin.,train,2006,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_01_Track01_wav.wav,530.895569531,0
Frédéric Chopin,"Ballade No. 4 in F Minor, Op. 52",train,2017,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--4.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--4.wav,641.490446425,0
Frédéric Chopin,"Ballade No. 1 in G Minor, Op. 23",train,2004,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.wav,551.649013656,0
Sergei Rachmaninoff,Prelude Op. 23/4,train,2006,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_05_Track05_wav.midi,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_05_Track05_wav.wav,240.634107656,0
Franz Liszt,Spanish Rhapsody,train,2004,2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.wav,750.325777985,0
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",train,2011,2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.wav,208.378530937,100
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2011,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.wav,337.989779531,100
Isaac Albéniz,"Iberia, Evocation, Triana",train,2004,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.wav,361.027781119,0
Sergei Rachmaninoff,"Sonata No. 2 in B-flat Minor, Op.36",train,2009,2009/MIDI-Unprocessed_08_R1_2009_05-06_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_06_WAV.midi,2009/MIDI-Unprocessed_08_R1_2009_05-06_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_06_WAV.wav,1227.78322734,0
Wolfgang Amadeus Mozart,Sonata in F K332,train,2006,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_01_Track01_wav.wav,901.959568125,0
Franz Schubert,Sonata in A Min.,train,2006,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.wav,424.8500025,0
Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,train,2008,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.wav,532.502138437,0
Wolfgang Amadeus Mozart,"Twelve Variations, K179 (189a)",train,2004,2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.wav,630.2663031019999,0
Frédéric Chopin,"Ballade No. 4 in F Minor, Op. 52",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--5.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--5.wav,611.620649062,0
Nikolai Medtner,"Fairy Tale in D Minor, Op. 54",train,2009,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_05_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_05_WAV.wav,365.333502188,0
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.wav,211.061487656,100
Ludwig van Beethoven,"Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adiex"", First Movement",train,2011,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.wav,399.448051406,0
Sergei Rachmaninoff,Sonata No. 2 in B-Flat Minor Op. 36 (1913),train,2011,2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_04_Track04_wav.midi,2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_04_Track04_wav.wav,582.148189219,0
César Franck,"Prélude, chorale, et fugue, M. 21",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--3.wav,706.374827813,0
Pyotr Ilyich Tchaikovsky,"Dumka, Op.59",train,2009,2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_01_WAV.wav,499.677652031,0
Frédéric Chopin,"Ballade No. 1 in G Minor, Op. 23",train,2011,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_10_Track10_wav.midi,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_10_Track10_wav.wav,502.698482344,0
Johann Sebastian Bach,"Toccata in E Minor, BWV 914",train,2008,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--1.wav,419.617635937,100
Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.wav,685.057291667,0
George Frideric Handel,Suite No. 3 in D Minor,train,2009,2009/MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.wav,856.080874687,0
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--1.midi,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--1.wav,665.632422146,0
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC  II, BWV 870",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.wav,233.179166667,100
Franz Schubert,"Sonata in G Major, D894",train,2004,2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.wav,1025.03650605,0
Edvard Grieg,"Lyric Piece in A Minor, “Waltz,” Op. 12 No. 2",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.wav,111.434183437,0
Franz Schubert,Sonata in A Min.,train,2006,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.wav,308.593441406,0
Sergei Rachmaninoff,"Sonata No. 2 in B-flat Minor, Op. 36 (1913)",train,2009,2009/MIDI-Unprocessed_14_R1_2009_06-08_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_08_WAV.midi,2009/MIDI-Unprocessed_14_R1_2009_06-08_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_08_WAV.wav,1387.26089906,0
Frédéric Chopin,Etude Op. 25 No. 11 in A Minor,train,2008,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.wav,238.691000625,0
Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.wav,523.286068594,0
Mily Balakirev,"In the Garden, Etude-Idyll",train,2011,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.midi,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.wav,255.60871875,0
Domenico Scarlatti,"Sonata in B Minor, K. 27",train,2009,2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.wav,95.0212725,0
Franz Liszt,Dante Sonata,train,2009,2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_02_WAV.wav,901.1743125,0
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.wav,236.185416667,100
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, I. Allegro con brio",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.wav,504.610416667,0
Claude Debussy,"""Les collines d'Anacapri"" from Preludes, Book I",train,2008,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.wav,166.49556,0
Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, 1st Movement",train,2011,2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.midi,2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.wav,451.611460781,0
Domenico Scarlatti,"Sonata in D Major, K. 145",train,2014,2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.wav,205.845146719,0
Franz Liszt,"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",train,2017,2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.midi,2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.wav,282.123617587,0
